time,ud,uq
0.0,0.841147569176252,-0.07982851488476156
0.0001,0.11490629828026153,-0.5236094129250176
0.0002,0.2680530658369169,-0.7765467224557026
0.00030000000000000003,0.20660380079611518,0.8567479021466229
0.0004,0.4816126916603349,-0.4248730187002097
0.0005,0.35242470735805276,-0.16909003361809324
0.0006000000000000001,-0.015411202985576935,0.004103599683696802
0.0007,0.13185354763987675,-0.7128207817691639
0.0008,0.21971262303591108,-0.37451982222420477
0.0009000000000000001,0.5553880723864523,-0.8703984797069155
0.001,0.7231490927105754,-0.07295221773380445
0.0011,0.782385398108164,0.10065506907105318
0.0012000000000000001,0.27523857580702393,-0.8179208146868021
0.0013000000000000002,0.29931329981271726,0.2349816221031121
0.0014,0.10872498090231351,0.8243352813989008
0.0015,0.8275809858917731,-0.2697026011960845
0.0016,0.24688135695714286,0.1904619007751807
0.0017000000000000001,-0.45240988393532455,0.09511032687853296
0.0018000000000000002,-0.5264885915219187,0.2672104897473458
0.0019,0.5341723315270507,-0.10902765857820183
0.002,0.18166789436265177,0.4353434365120965
0.0021000000000000003,0.25668230534637115,0.11768521915692529
0.0022,-0.7043792894100475,0.03345816107617488
0.0023,0.6563639450008021,-0.49054932194199524
0.0024000000000000002,0.25513220579516915,0.1753550686284856
0.0025,0.5092095925750111,0.22634191204923387
0.0026000000000000003,-0.42851795815444194,-0.09984492969934043
0.0027,-0.1489990188893232,0.2633039411950566
0.0028,0.7303237379738955,-0.2976601044623675
0.0029000000000000002,0.9294728724216612,0.05474153170008408
0.003,0.4325267812917944,-0.21990933680830352
0.0031000000000000003,0.2383881769903444,0.1319861459737923
0.0032,-0.40885889510100476,0.24566928596147014
0.0033,-0.22012733723677683,0.21190120570315504
0.0034000000000000002,-1.008751206511701,-0.1732496421800766
0.0035,-0.1945572309696411,-0.22637607872958054
0.0036000000000000003,-0.2011916719594795,0.3230389947262556
0.0037,-0.09802856217906483,0.48795971456264425
0.0038,0.3444398702440435,-0.5865695574273561
0.0039000000000000003,-0.1482634036989934,-0.013930120150141277
0.004,-0.3848131660937033,-0.30711269374961314
0.0041,0.003394575871838246,-0.5944190300134558
0.004200000000000001,-0.7587580605861984,-0.5132695736891203
0.0043,-0.046763365426496,-0.5999973399331033
0.0044,0.17719005851146807,-0.7162582425542408
0.0045000000000000005,-0.30204952469520957,0.1002829671646648
0.0046,0.18040968451786307,0.4127058489483822
0.0047,0.22455270648409212,1.0212098744248101
0.0048000000000000004,0.744608054375001,-0.8598935647748889
0.0049,-0.8631947443191804,0.32474669428255815
0.005,-0.10570188918488249,-0.939417791005265
0.0051,-0.45931045892105815,-1.0496824654879393
0.005200000000000001,0.0010904751552495988,0.03212770247351163
0.0053,-0.10163268522129792,-0.3952939438265849
0.0054,-0.6586910021066563,0.39259913828902837
